date,value
2024-01-11 13:59:59,28
2024-01-11 14:59:59,30.5
2024-01-11 15:59:59,33.8
2024-01-11 16:59:59,37.7
2024-01-11 17:59:59,40.7
2024-01-11 18:59:59,41.9
2024-01-11 19:59:59,42.2
2024-01-11 20:59:59,41.9
2024-01-11 21:59:59,41.6
2024-01-11 22:59:59,41.4
2024-01-11 23:59:59,41.3
2024-01-12 00:59:59,40.8
2024-01-12 01:59:59,39.4
2024-01-12 02:59:59,36.8
2024-01-12 03:59:59,33.3
2024-01-12 04:59:59,29.6
2024-01-12 05:59:59,27.8
2024-01-12 06:59:59,28
2024-01-12 07:59:59,28.4
2024-01-12 08:59:59,28.6
2024-01-12 09:59:59,28.5
2024-01-12 10:59:59,28.2
2024-01-12 11:59:59,27.8
2024-01-12 12:59:59,27.4
2024-01-12 13:59:59,27.4
2024-01-12 14:59:59,28
2024-01-12 15:59:59,28.8
2024-01-12 16:59:59,29
2024-01-12 17:59:59,28
2024-01-12 18:59:59,26.3
2024-01-12 19:59:59,25
2024-01-12 20:59:59,24.1
2024-01-12 21:59:59,23.7
2024-01-12 22:59:59,23.8
2024-01-12 23:59:59,23.9
2024-01-13 00:59:59,23.5
2024-01-13 01:59:59,22.9
2024-01-13 02:59:59,22.2
2024-01-13 03:59:59,21.5
2024-01-13 04:59:59,21.2
2024-01-13 05:59:59,21.3
2024-01-13 06:59:59,21.1
2024-01-13 07:59:59,21
2024-01-13 08:59:59,21.2
2024-01-13 09:59:59,21.4
2024-01-13 10:59:59,21.5
2024-01-13 11:59:58,21.9
2024-01-13 12:59:58,22.4
2024-01-13 13:59:58,22.4
2024-01-13 14:59:58,22.5
2024-01-13 15:59:58,22.8
2024-01-13 16:59:58,23.3
2024-01-13 17:59:58,24
2024-01-13 18:59:58,24.5
2024-01-13 19:59:58,24.4
2024-01-13 20:59:58,24
2024-01-13 21:59:58,23.5
2024-01-13 22:59:58,23.2
2024-01-13 23:59:58,22.7
2024-01-14 00:59:58,22.1
2024-01-14 01:59:58,21.9
2024-01-14 02:59:58,21.7
2024-01-14 03:59:58,21.4
2024-01-14 04:59:58,20.9
2024-01-14 05:59:58,20.4
2024-01-14 06:59:58,20.3
2024-01-14 07:59:58,20.5
2024-01-14 08:59:58,20.6
2024-01-14 09:59:58,20.4
2024-01-14 10:59:58,20.1
2024-01-14 11:59:58,19.8
2024-01-14 12:59:58,20.1
2024-01-14 13:59:58,20.4
2024-01-14 14:59:58,20.5
2024-01-14 15:59:58,20.5
2024-01-14 16:59:58,20.3
2024-01-14 17:59:58,20.1
2024-01-14 18:59:58,20.2
2024-01-14 19:59:58,20.3
2024-01-14 20:59:58,20.3
2024-01-14 21:59:58,20.4
2024-01-14 22:59:58,20.6
2024-01-14 23:59:58,21
2024-01-15 00:59:58,21
2024-01-15 01:59:58,20.6
2024-01-15 02:59:58,20.2
2024-01-15 03:59:58,19.8
2024-01-15 04:59:58,19.4
2024-01-15 05:59:58,19.1
2024-01-15 06:59:58,18.9
2024-01-15 07:59:58,19.3
2024-01-15 08:59:58,19.9
2024-01-15 09:59:58,20.3
2024-01-15 10:59:58,20
2024-01-15 11:59:58,18.9
2024-01-15 12:59:58,18.1
2024-01-15 13:59:58,18.4
2024-01-15 14:59:58,19.1
2024-01-15 15:59:58,19.8
2024-01-15 16:59:58,20.1
2024-01-15 17:59:58,20
2024-01-15 18:59:58,19.7
2024-01-15 19:59:58,19.3
2024-01-15 20:59:58,18.8
2024-01-15 21:59:58,18.7
2024-01-15 22:59:58,19
2024-01-15 23:59:58,19.8
2024-01-16 00:59:58,20.3
2024-01-16 01:59:58,20.1
2024-01-16 02:59:58,19.6
2024-01-16 03:59:58,19.1
2024-01-16 04:59:58,18.6
2024-01-16 05:59:58,18.2
2024-01-16 06:59:58,18.2
2024-01-16 07:59:58,18.5
2024-01-16 08:59:58,18.8
2024-01-16 09:59:58,18.9
2024-01-16 10:59:58,18.9
2024-01-16 11:59:58,18.8
2024-01-16 12:59:58,19
2024-01-16 13:59:58,19.1
2024-01-16 14:59:58,19.2
2024-01-16 15:59:58,19.5
2024-01-16 16:59:58,20
2024-01-16 17:59:58,20.5
2024-01-16 18:59:58,20.4
2024-01-16 19:59:58,20
2024-01-16 20:59:58,19.7
2024-01-16 21:59:58,20
2024-01-16 22:59:58,20.8
2024-01-16 23:59:58,21.7
2024-01-17 00:59:58,22.3
2024-01-17 01:59:58,23.1
2024-01-17 02:59:58,24
2024-01-17 03:59:58,24.8
2024-01-17 04:59:58,25.4
2024-01-17 05:59:58,25.8
2024-01-17 06:59:58,26.4
2024-01-17 07:59:58,27
2024-01-17 08:59:58,27.2
2024-01-17 09:59:58,26.8
2024-01-17 10:59:58,25.9
2024-01-17 11:59:58,25
2024-01-17 12:59:58,24.1
2024-01-17 13:59:58,23.4
2024-01-17 14:59:58,22.9
2024-01-17 15:59:58,22.8
2024-01-17 16:59:58,23.3
2024-01-17 17:59:58,24.5
2024-01-17 18:59:58,25.7
2024-01-17 19:59:58,26
2024-01-17 20:59:58,25.7
2024-01-17 21:59:58,25.5
2024-01-17 22:59:58,25.4
2024-01-17 23:59:58,25.8
2024-01-18 00:59:58,26.7
2024-01-18 01:59:58,27.2
2024-01-18 02:59:58,27.3
2024-01-18 03:59:58,27.2
2024-01-18 04:59:58,26.7
2024-01-18 05:59:58,25.9
2024-01-18 06:59:58,24.9
2024-01-18 07:59:58,24.9
2024-01-18 08:59:58,25.5
2024-01-18 09:59:58,26.1
2024-01-18 10:59:58,26.6
2024-01-18 11:59:58,26.4
2024-01-18 12:59:58,26.1
2024-01-18 13:59:58,26
2024-01-18 14:59:58,25.8
2024-01-18 15:59:58,25.2
2024-01-18 16:59:58,24.5
2024-01-18 17:59:58,24.4
2024-01-18 18:59:58,24.7
2024-01-18 19:59:58,24.5
2024-01-18 20:59:58,23.9
2024-01-18 21:59:58,23.2
2024-01-18 22:59:58,22.6
2024-01-18 23:59:58,22.1
2024-01-19 00:59:58,21.3
2024-01-19 01:59:58,20.6
2024-01-19 02:59:58,20.1
2024-01-19 03:59:58,19.9
2024-01-19 04:59:58,20.1
2024-01-19 05:59:58,19.9
2024-01-19 06:59:58,19.4
2024-01-19 07:59:58,19.3
2024-01-19 08:59:58,19.3
2024-01-19 09:59:58,19.5
2024-01-19 10:59:58,19.8
2024-01-19 11:59:58,20.3
2024-01-19 12:59:58,21.1
2024-01-19 13:59:58,22.3
2024-01-19 14:59:58,23.3
2024-01-19 15:59:58,24.1
2024-01-19 16:59:58,24.7
2024-01-19 17:59:58,25.5
2024-01-19 18:59:58,27.1
2024-01-19 19:59:58,28.9
2024-01-19 20:59:58,30.8
2024-01-19 21:59:58,32.4
2024-01-19 22:59:58,33.7
2024-01-19 23:59:58,35.1
2024-01-20 00:59:58,36.6
2024-01-20 01:59:58,37.6
2024-01-20 02:59:58,38.4
2024-01-20 03:59:58,39.3
2024-01-20 04:59:58,40.1
2024-01-20 05:59:58,40.7
2024-01-20 06:59:58,40.4
2024-01-20 07:59:58,40
2024-01-20 08:59:58,39.7
2024-01-20 09:59:58,39.4
2024-01-20 10:59:58,39.3
2024-01-20 11:59:58,39.2
2024-01-20 12:59:58,38.7
2024-01-20 13:59:58,37.9
2024-01-20 14:59:58,37.5
2024-01-20 15:59:58,37.3
2024-01-20 16:59:58,37.3
2024-01-20 17:59:58,36.8
2024-01-20 18:59:58,36.8
2024-01-20 19:59:58,37
2024-01-20 20:59:58,36.8
2024-01-20 21:59:58,36.4
2024-01-20 22:59:58,35.9
2024-01-20 23:59:58,35.4
2024-01-21 00:59:58,34.8
2024-01-21 01:59:58,34.4
2024-01-21 02:59:58,34
2024-01-21 03:59:58,33.3
2024-01-21 04:59:58,32.5
2024-01-21 05:59:58,31.8
2024-01-21 06:59:58,31.4
2024-01-21 07:59:58,30.5
2024-01-21 08:59:58,29.8
2024-01-21 09:59:58,29.3
2024-01-21 10:59:58,28.7
2024-01-21 11:59:58,27.8
2024-01-21 12:59:58,27.2
2024-01-21 13:59:58,27.1
2024-01-21 14:59:58,26.9
2024-01-21 15:59:58,26.7
2024-01-21 16:59:58,26.5
2024-01-21 17:59:58,26.5
2024-01-21 18:59:58,26.2
2024-01-21 19:59:57,26
2024-01-21 20:59:57,26.3
2024-01-21 21:59:57,26.9
2024-01-21 22:59:57,27.6
2024-01-21 23:59:57,28.4
2024-01-22 00:59:57,28.4
2024-01-22 01:59:57,27.9
2024-01-22 02:59:57,28.8
2024-01-22 03:59:57,31.3
2024-01-22 04:59:57,35
2024-01-22 05:59:57,37.2
2024-01-22 06:59:57,36.9
2024-01-22 07:59:57,36.4
2024-01-22 08:59:57,35.9
2024-01-22 09:59:57,35.2
2024-01-22 10:59:57,33.9
2024-01-22 11:59:57,32.1
2024-01-22 12:59:57,32.5
2024-01-22 13:59:57,34.5
2024-01-22 14:59:57,34.5
2024-01-22 15:59:57,32.5
2024-01-22 16:59:57,29.2
2024-01-22 17:59:57,26.9
2024-01-22 18:59:57,26.7
2024-01-22 19:59:57,26.5
2024-01-22 20:59:57,26.1
2024-01-22 21:59:57,25.5
2024-01-22 22:59:57,25.3
2024-01-22 23:59:57,25.5
2024-01-23 00:59:57,24.8
2024-01-23 01:59:57,23.3
2024-01-23 02:59:57,21.6
2024-01-23 03:59:57,19.8
2024-01-23 04:59:57,18
2024-01-23 05:59:57,16.2
2024-01-23 06:59:57,14.6
2024-01-23 07:59:57,13.9
2024-01-23 08:59:57,13.6
2024-01-23 09:59:57,13.8
2024-01-23 10:59:57,14.3
2024-01-23 11:59:57,14.3
2024-01-23 12:59:57,13.3
2024-01-23 13:59:57,12
2024-01-23 14:59:57,11.3
2024-01-23 15:59:57,11.2
2024-01-23 16:59:57,12
2024-01-23 17:59:57,12.8
2024-01-23 18:59:57,12.9
2024-01-23 19:59:57,12.1
2024-01-23 20:59:57,10.7
2024-01-23 21:59:57,9
2024-01-23 22:59:57,7.4
2024-01-23 23:59:57,6.2
2024-01-24 00:59:57,5.8
2024-01-24 01:59:57,5.9
2024-01-24 02:59:57,5.7
2024-01-24 03:59:57,5.1
2024-01-24 04:59:57,4.1
2024-01-24 05:59:57,2.6
2024-01-24 06:59:57,1.7
2024-01-24 07:59:57,1.7
2024-01-24 08:59:57,2.1
2024-01-24 09:59:57,2.8
2024-01-24 10:59:57,3.4
2024-01-24 11:59:57,3.7
2024-01-24 12:59:57,3.1
2024-01-24 13:59:57,2
2024-01-24 14:59:57,1
2024-01-24 15:59:57,0.3
2024-01-24 16:59:57,0.1
2024-01-24 17:59:57,0.6
2024-01-24 18:59:57,1.7
2024-01-24 19:59:57,2.4
2024-01-24 20:59:57,2.7
2024-01-24 21:59:57,2.4
2024-01-24 22:59:57,1.9
2024-01-24 23:59:57,1.5
2024-01-25 00:59:57,2.1
2024-01-25 01:59:57,3.2
2024-01-25 02:59:57,4.3
2024-01-25 03:59:57,5.3
2024-01-25 04:59:57,6
2024-01-25 05:59:57,6.2
2024-01-25 06:59:57,5.7
2024-01-25 07:59:57,5.1
2024-01-25 08:59:57,4.9
2024-01-25 09:59:57,5.1
2024-01-25 10:59:57,6
2024-01-25 11:59:57,7
2024-01-25 12:59:57,7.2
2024-01-25 13:59:57,7.2
2024-01-25 14:59:57,7.1
2024-01-25 15:59:57,7
2024-01-25 16:59:57,7
2024-01-25 17:59:57,7.4
2024-01-25 18:59:57,8.5
2024-01-25 19:59:57,9.2
2024-01-25 20:59:57,9.4
2024-01-25 21:59:57,9.1
2024-01-25 22:59:57,8.5
2024-01-25 23:59:57,8.2
2024-01-26 00:59:57,8.4
2024-01-26 01:59:57,8.7
2024-01-26 02:59:57,8.9
2024-01-26 03:59:57,9
2024-01-26 04:59:57,8.9
2024-01-26 05:59:57,8.4
2024-01-26 06:59:57,8.1
2024-01-26 07:59:57,8.2
2024-01-26 08:59:57,8.4
2024-01-26 09:59:57,8.3
2024-01-26 10:59:57,7.8
2024-01-26 11:59:57,7.4
2024-01-26 12:59:57,7.6
2024-01-26 13:59:57,7.8
2024-01-26 14:59:57,7.8
2024-01-26 15:59:57,7.4
2024-01-26 16:59:57,6.8
2024-01-26 17:59:57,6
2024-01-26 18:59:57,5.1
2024-01-26 19:59:57,4.9
2024-01-26 20:59:57,5
2024-01-26 21:59:57,5.5
2024-01-26 22:59:57,6.2
2024-01-26 23:59:57,6.8
2024-01-27 00:59:57,6.3
2024-01-27 01:59:57,5.5
2024-01-27 02:59:57,5.2
2024-01-27 03:59:57,5.2
2024-01-27 04:59:57,5.6
2024-01-27 05:59:57,6
2024-01-27 06:59:57,5.3
2024-01-27 07:59:57,4.5
2024-01-27 08:59:57,4.1
2024-01-27 09:59:57,3.9
2024-01-27 10:59:57,3.8
2024-01-27 11:59:57,3.5
2024-01-27 12:59:57,3.4
2024-01-27 13:59:57,3.5
2024-01-27 14:59:57,3.7
2024-01-27 15:59:57,3.9
2024-01-27 16:59:57,4.4
2024-01-27 17:59:57,5.2
2024-01-27 18:59:57,5.8
2024-01-27 19:59:57,5.9
2024-01-27 20:59:57,5.3
2024-01-27 21:59:57,4.5
2024-01-27 22:59:57,3.9
2024-01-27 23:59:57,4.2
2024-01-28 00:59:57,4.9
2024-01-28 01:59:57,5.1
2024-01-28 02:59:57,5
2024-01-28 03:59:57,4.6
2024-01-28 04:59:57,4.2
2024-01-28 05:59:57,3.8
2024-01-28 06:59:57,4
2024-01-28 07:59:57,4.1
2024-01-28 08:59:57,4.5
2024-01-28 09:59:57,5
2024-01-28 10:59:57,5.6
2024-01-28 11:59:57,5.5
2024-01-28 12:59:57,5.4
2024-01-28 13:59:57,5.9
2024-01-28 14:59:57,6.6
2024-01-28 15:59:57,7.4
2024-01-28 16:59:57,8.1
2024-01-28 17:59:57,8.8
2024-01-28 18:59:57,9.5
2024-01-28 19:59:57,10
2024-01-28 20:59:57,10.1
2024-01-28 21:59:57,10.1
2024-01-28 22:59:57,10.2
2024-01-28 23:59:57,11
2024-01-29 00:59:57,11.5
2024-01-29 01:59:57,11.6
2024-01-29 02:59:57,11.6
2024-01-29 03:59:57,11.8
2024-01-29 04:59:57,12.1
2024-01-29 05:59:57,12.5
2024-01-29 06:59:57,13.4
2024-01-29 07:59:57,14.1
2024-01-29 08:59:57,14.6
2024-01-29 09:59:57,15.2
2024-01-29 10:59:57,15.9
2024-01-29 11:59:57,16.6
2024-01-29 12:59:57,17.4
2024-01-29 13:59:57,18
2024-01-29 14:59:57,18.3
2024-01-29 15:59:57,18.3
2024-01-29 16:59:57,17.8
2024-01-29 17:59:57,17.2
2024-01-29 18:59:57,16.5
2024-01-29 19:59:57,16.8
2024-01-29 20:59:57,17.8
2024-01-29 21:59:57,19.2
2024-01-29 22:59:57,20.2
2024-01-29 23:59:57,20.5
2024-01-30 00:59:57,19.9
2024-01-30 01:59:57,19
2024-01-30 02:59:57,18.1
2024-01-30 03:59:56,17.4
2024-01-30 04:59:56,16.9
2024-01-30 05:59:56,16.6
2024-01-30 06:59:56,16.2
2024-01-30 07:59:56,15.8
2024-01-30 08:59:56,15.1
2024-01-30 09:59:56,13.7
2024-01-30 10:59:56,12.1
2024-01-30 11:59:56,10.4
2024-01-30 12:59:56,10
2024-01-30 13:59:56,10.5
2024-01-30 14:59:56,10.9
2024-01-30 15:59:56,11.2
2024-01-30 16:59:56,11
2024-01-30 17:59:56,10.5
2024-01-30 18:59:56,10
2024-01-30 19:59:56,9.6
2024-01-30 20:59:56,9.2
2024-01-30 21:59:56,9
2024-01-30 22:59:56,9
2024-01-30 23:59:56,9.4
2024-01-31 00:59:56,9.4
2024-01-31 01:59:56,8.8
2024-01-31 02:59:56,8.3
2024-01-31 03:59:56,8.1
2024-01-31 04:59:56,8.5
2024-01-31 05:59:56,9.4
2024-01-31 06:59:56,10.1
2024-01-31 07:59:56,10.1
2024-01-31 08:59:56,10
2024-01-31 09:59:56,10.2
2024-01-31 10:59:56,10.3
2024-01-31 11:59:56,9.7
2024-01-31 12:59:56,8.2
2024-01-31 13:59:56,7
2024-01-31 14:59:56,6.3
2024-01-31 15:59:56,6.1
2024-01-31 16:59:56,6.3
2024-01-31 17:59:56,6.8
2024-01-31 18:59:56,6.4
2024-01-31 19:59:56,6.1
2024-01-31 20:59:56,5.8
2024-01-31 21:59:56,5.5
2024-01-31 22:59:56,5.3
2024-01-31 23:59:56,5.4
2024-02-01 00:59:56,6.1
2024-02-01 01:59:56,7.2
2024-02-01 02:59:56,8.3
2024-02-01 03:59:56,8.7
2024-02-01 04:59:56,8
2024-02-01 05:59:56,6.6
2024-02-01 06:59:56,6.1
2024-02-01 07:59:56,6.5
2024-02-01 08:59:56,6.6
2024-02-01 09:59:56,6.3
2024-02-01 10:59:56,5.8
2024-02-01 11:59:56,5.7
2024-02-01 12:59:56,5.7
2024-02-01 13:59:56,5.2
2024-02-01 14:59:56,4.8
2024-02-01 15:59:56,4.5
2024-02-01 16:59:56,4.8
2024-02-01 17:59:56,5.4
2024-02-01 18:59:56,5.5
2024-02-01 19:59:56,5.4
2024-02-01 20:59:56,5.9
2024-02-01 21:59:56,6.6
2024-02-01 22:59:56,7.3
2024-02-01 23:59:56,7
2024-02-02 00:59:56,6.3
2024-02-02 01:59:56,5.9
2024-02-02 02:59:56,5.8
2024-02-02 03:59:56,5.7
2024-02-02 04:59:56,5.3
2024-02-02 05:59:56,4.7
2024-02-02 06:59:56,4.6
2024-02-02 07:59:56,4.8
2024-02-02 08:59:56,4.6
2024-02-02 09:59:56,4.2
2024-02-02 10:59:56,3.8
2024-02-02 11:59:56,4.1
2024-02-02 12:59:56,5.2
2024-02-02 13:59:56,6
2024-02-02 14:59:56,6.3
2024-02-02 15:59:56,6.5
2024-02-02 16:59:56,6.7
2024-02-02 17:59:56,7.4
2024-02-02 18:59:56,7.9
2024-02-02 19:59:56,7.7
2024-02-02 20:59:56,7.3
2024-02-02 21:59:56,6.8
2024-02-02 22:59:56,6.5
2024-02-02 23:59:56,6.3
2024-02-03 00:59:56,6.3
2024-02-03 01:59:56,6.4
2024-02-03 02:59:56,6.4
2024-02-03 03:59:56,6.3
2024-02-03 04:59:56,6
2024-02-03 05:59:56,5.7
2024-02-03 06:59:56,5.4
2024-02-03 07:59:56,5.5
2024-02-03 08:59:56,5.9
2024-02-03 09:59:56,6.6
2024-02-03 10:59:56,7.3
2024-02-03 11:59:56,7.6
2024-02-03 12:59:56,6.5
2024-02-03 13:59:56,5.2
2024-02-03 14:59:56,4.4
2024-02-03 15:59:56,4.1
2024-02-03 16:59:56,4.4
2024-02-03 17:59:56,5.1
2024-02-03 18:59:56,5
2024-02-03 19:59:56,4.1
2024-02-03 20:59:56,2.8
2024-02-03 21:59:56,1.2
2024-02-03 22:59:56,-0.2
2024-02-03 23:59:56,-0.6
2024-02-04 00:59:56,0.5
2024-02-04 01:59:56,1.8
2024-02-04 02:59:56,3
2024-02-04 03:59:56,3.7
2024-02-04 04:59:56,3.7
2024-02-04 05:59:56,2.7
2024-02-04 06:59:56,2
2024-02-04 07:59:56,2
2024-02-04 08:59:56,2.6
2024-02-04 09:59:56,3.5
2024-02-04 10:59:56,4.7
2024-02-04 11:59:56,5.5
2024-02-04 12:59:56,5.3
2024-02-04 13:59:56,4.8
2024-02-04 14:59:56,4.1
2024-02-04 15:59:56,3.3
2024-02-04 16:59:56,2.6
2024-02-04 17:59:56,2.3
2024-02-04 18:59:56,2.6
2024-02-04 19:59:56,3.2
2024-02-04 20:59:56,3.6
2024-02-04 21:59:56,3.9
2024-02-04 22:59:56,4.1
2024-02-04 23:59:56,4
2024-02-05 00:59:56,3.8
2024-02-05 01:59:56,3.5
2024-02-05 02:59:56,3.1
2024-02-05 03:59:56,2.8
2024-02-05 04:59:56,2.7
2024-02-05 05:59:56,2.7
2024-02-05 06:59:56,2.1
2024-02-05 07:59:56,1
2024-02-05 08:59:56,-0.3
2024-02-05 09:59:56,-1.8
2024-02-05 10:59:56,-3
2024-02-05 11:59:56,-4.2
2024-02-05 12:59:56,-5.2
2024-02-05 13:59:56,-5.6
2024-02-05 14:59:56,-5.5
2024-02-05 15:59:56,-5
2024-02-05 16:59:56,-4.6
2024-02-05 17:59:56,-3.8
2024-02-05 18:59:56,-2.5
2024-02-05 19:59:56,-0.9
2024-02-05 20:59:56,0.8
2024-02-05 21:59:56,2.4
2024-02-05 22:59:56,3.7
2024-02-05 23:59:56,5
2024-02-06 00:59:56,6.6
2024-02-06 01:59:56,7.8
2024-02-06 02:59:56,8.7
2024-02-06 03:59:56,9.1
2024-02-06 04:59:56,8.9
2024-02-06 05:59:56,8.2
2024-02-06 06:59:56,7.3
2024-02-06 07:59:56,6.6
2024-02-06 08:59:56,5.8
2024-02-06 09:59:56,5.2
2024-02-06 10:59:56,4.8
2024-02-06 11:59:56,4.5
2024-02-06 12:59:56,4.2
2024-02-06 13:59:56,4
2024-02-06 14:59:56,4
2024-02-06 15:59:56,4.4
2024-02-06 16:59:56,5.1
2024-02-06 17:59:56,5.9
2024-02-06 18:59:56,6.1
2024-02-06 19:59:56,6
2024-02-06 20:59:56,5.9
2024-02-06 21:59:56,5.7
2024-02-06 22:59:56,5.3
2024-02-06 23:59:56,4.8
2024-02-07 00:59:56,4.3
2024-02-07 01:59:56,3.7
2024-02-07 02:59:56,3.2
2024-02-07 03:59:56,2.9
2024-02-07 04:59:56,2.8
2024-02-07 05:59:56,3
2024-02-07 06:59:56,3.9
2024-02-07 07:59:56,4.9
2024-02-07 08:59:56,5.8
2024-02-07 09:59:56,6.8
2024-02-07 10:59:56,7.6
2024-02-07 11:59:55,8.2
2024-02-07 12:59:55,8.4
2024-02-07 13:59:55,8.4
