Time,PM 2.5 [µg/m³]
07/01/2024 17:15,14.5
07/01/2024 17:20,14.5
07/01/2024 17:25,15.1
07/01/2024 17:30,16
07/01/2024 17:35,16.3
07/01/2024 17:40,15.9
07/01/2024 17:45,15.8
07/01/2024 17:50,16
07/01/2024 17:55,16.2
07/01/2024 18:00,16
07/01/2024 18:05,15.4
07/01/2024 18:10,15.8
07/01/2024 18:15,16.4
07/01/2024 18:20,16.5
07/01/2024 18:25,16.2
07/01/2024 18:30,16.1
07/01/2024 18:35,16.4
07/01/2024 18:40,16.1
07/01/2024 18:45,15.9
07/01/2024 18:50,15.9
07/01/2024 18:55,16.2
07/01/2024 19:00,16.5
07/01/2024 19:05,16.3
07/01/2024 19:10,15.7
07/01/2024 19:15,15.4
07/01/2024 19:20,15.4
07/01/2024 19:25,15.4
07/01/2024 19:30,15.2
07/01/2024 19:35,14.8
07/01/2024 19:40,14.8
07/01/2024 19:45,14.7
07/01/2024 19:50,14.1
07/01/2024 19:55,13.6
07/01/2024 20:00,13.4
07/01/2024 20:05,13.9
07/01/2024 20:10,13.5
07/01/2024 20:15,12.7
07/01/2024 20:20,12.3
07/01/2024 20:25,12.3
07/01/2024 20:30,12.7
07/01/2024 20:35,12.7
07/01/2024 20:40,12
07/01/2024 20:45,11.9
07/01/2024 20:50,12
07/01/2024 20:55,12.1
07/01/2024 21:00,11.9
07/01/2024 21:05,11.2
07/01/2024 21:10,11
07/01/2024 21:15,11.2
07/01/2024 21:20,11.5
07/01/2024 21:25,11.8
07/01/2024 21:30,12.3
07/01/2024 21:35,12.7
07/01/2024 21:40,12.6
07/01/2024 21:45,12.3
07/01/2024 21:50,11.9
07/01/2024 21:55,11.6
07/01/2024 22:00,11.6
07/01/2024 22:05,12.3
07/01/2024 22:10,13.5
07/01/2024 22:15,13.6
07/01/2024 22:20,13
07/01/2024 22:25,12
07/01/2024 22:30,11.3
07/01/2024 22:35,11.4
07/01/2024 22:40,11.9
07/01/2024 22:45,12
07/01/2024 22:50,11.9
07/01/2024 22:55,11.6
07/01/2024 23:00,11.3
07/01/2024 23:05,10.6
07/01/2024 23:10,9.7
07/01/2024 23:15,9.3
07/01/2024 23:20,8.9
07/01/2024 23:25,8.4
07/01/2024 23:30,7.6
07/01/2024 23:35,6.9
07/01/2024 23:40,7.3
07/01/2024 23:45,8.2
07/01/2024 23:50,8.6
07/01/2024 23:55,8.3
08/01/2024 00:00,7.5
